Place_ID X Date,target
VPGKX7K X 2020-02-13,75.16
VPGKX7K X 2020-02-14,58.95
VPGKX7K X 2020-02-15,40.69
VPGKX7K X 2020-02-16,80.17
VPGKX7K X 2020-02-17,72.18
VPGKX7K X 2020-02-18,80.58
VPGKX7K X 2020-02-19,54.05
VPGKX7K X 2020-02-20,67.25
VPGKX7K X 2020-02-21,43.12
VPGKX7K X 2020-02-22,22.46
VPGKX7K X 2020-02-23,74.88
VPGKX7K X 2020-02-24,41.89
VPGKX7K X 2020-02-25,44.92
VPGKX7K X 2020-02-26,65.29
VPGKX7K X 2020-02-27,84.39
VPGKX7K X 2020-02-28,50.62
VPGKX7K X 2020-02-29,51.18
VPGKX7K X 2020-03-01,44.37
VPGKX7K X 2020-03-02,100.46
VPGKX7K X 2020-03-03,95.18
VPGKX7K X 2020-03-04,66.98
VPGKX7K X 2020-03-05,55.19
VPGKX7K X 2020-03-06,46.8
VPGKX7K X 2020-03-07,92.26
VPGKX7K X 2020-03-08,83.95
VPGKX7K X 2020-03-09,38.11
VPGKX7K X 2020-03-10,44.74
VPGKX7K X 2020-03-11,91.71
VPGKX7K X 2020-03-12,67.71
VPGKX7K X 2020-03-13,68.73
VPGKX7K X 2020-03-14,92.03
VPGKX7K X 2020-03-15,78.31
VPGKX7K X 2020-03-16,48.57
VPGKX7K X 2020-03-17,98.92
VPGKX7K X 2020-03-18,90.33
VPGKX7K X 2020-03-19,81.42
VPGKX7K X 2020-03-20,67.65
VPGKX7K X 2020-03-21,72.13
VPGKX7K X 2020-03-22,75.18
VPGKX7K X 2020-03-23,98.94
VPGKX7K X 2020-03-24,73.25
VPGKX7K X 2020-03-25,45.9
VPGKX7K X 2020-03-26,46.26
VPGKX7K X 2020-03-27,50.84
VPGKX7K X 2020-03-28,55.51
VPGKX7K X 2020-03-29,47.75
VPGKX7K X 2020-03-30,59.08
VPGKX7K X 2020-03-31,59.06
VPGKX7K X 2020-04-01,39.0
VPGKX7K X 2020-04-02,54.04
VPGKX7K X 2020-04-03,43.55
VPGKX7K X 2020-04-04,36.07
VV7SGFI X 2020-01-02,32.76
VV7SGFI X 2020-01-03,62.22
VV7SGFI X 2020-01-04,50.59
VV7SGFI X 2020-01-05,54.11
VV7SGFI X 2020-01-06,65.13
VV7SGFI X 2020-01-07,62.25
VV7SGFI X 2020-01-08,69.22
VV7SGFI X 2020-01-09,61.86
VV7SGFI X 2020-01-10,25.67
VV7SGFI X 2020-01-11,51.49
VV7SGFI X 2020-01-12,70.18
VV7SGFI X 2020-01-13,49.17
VV7SGFI X 2020-01-14,44.78
VV7SGFI X 2020-01-15,46.37
VV7SGFI X 2020-01-16,94.85
VV7SGFI X 2020-01-17,66.98
VV7SGFI X 2020-01-18,58.67
VV7SGFI X 2020-01-19,50.65
VV7SGFI X 2020-01-20,58.79
VV7SGFI X 2020-01-21,63.42
VV7SGFI X 2020-01-22,84.0
VV7SGFI X 2020-01-23,82.23
VV7SGFI X 2020-01-24,62.63
VV7SGFI X 2020-01-25,71.99
VV7SGFI X 2020-01-26,41.37
VV7SGFI X 2020-01-27,41.18
VV7SGFI X 2020-01-28,69.03
VV7SGFI X 2020-01-29,38.14
VV7SGFI X 2020-01-30,54.42
VV7SGFI X 2020-01-31,42.32
VV7SGFI X 2020-02-01,46.52
VV7SGFI X 2020-02-02,75.94
VV7SGFI X 2020-02-03,69.88
VV7SGFI X 2020-02-04,80.8
VV7SGFI X 2020-02-05,55.29
VV7SGFI X 2020-02-06,63.35
VV7SGFI X 2020-02-07,73.96
VV7SGFI X 2020-02-08,46.98
VV7SGFI X 2020-02-09,48.98
VV7SGFI X 2020-02-10,46.34
VV7SGFI X 2020-02-11,38.59
VV7SGFI X 2020-02-12,61.27
VV7SGFI X 2020-02-13,37.27
VV7SGFI X 2020-02-14,94.29
VV7SGFI X 2020-02-15,52.76
VV7SGFI X 2020-02-16,40.28
VV7SGFI X 2020-02-17,40.03
VV7SGFI X 2020-02-18,65.95
VV7SGFI X 2020-02-19,49.78
VV7SGFI X 2020-02-20,80.52
VV7SGFI X 2020-02-21,47.83
VV7SGFI X 2020-02-22,48.72
VV7SGFI X 2020-02-23,39.28
VV7SGFI X 2020-02-24,30.78
VV7SGFI X 2020-02-25,45.95
VV7SGFI X 2020-02-26,45.3
VV7SGFI X 2020-02-27,44.41
VV7SGFI X 2020-02-28,50.4
VV7SGFI X 2020-02-29,43.86
VV7SGFI X 2020-03-01,62.27
VV7SGFI X 2020-03-02,58.75
VV7SGFI X 2020-03-03,42.99
VV7SGFI X 2020-03-04,43.11
VV7SGFI X 2020-03-05,56.06
VV7SGFI X 2020-03-06,68.4
VV7SGFI X 2020-03-07,43.56
VV7SGFI X 2020-03-08,57.81
VV7SGFI X 2020-03-09,66.28
VV7SGFI X 2020-03-10,43.41
VV7SGFI X 2020-03-11,51.29
VV7SGFI X 2020-03-12,55.75
VV7SGFI X 2020-03-13,65.85
VV7SGFI X 2020-03-14,67.03
VV7SGFI X 2020-03-15,60.31
VV7SGFI X 2020-03-16,36.34
VV7SGFI X 2020-03-17,42.88
VV7SGFI X 2020-03-18,39.91
VV7SGFI X 2020-03-19,69.98
VV7SGFI X 2020-03-20,39.41
VV7SGFI X 2020-03-21,51.91
VV7SGFI X 2020-03-22,48.04
VV7SGFI X 2020-03-23,53.47
VV7SGFI X 2020-03-24,56.42
VV7SGFI X 2020-03-25,44.71
VV7SGFI X 2020-03-26,87.38
VV7SGFI X 2020-03-27,34.29
VV7SGFI X 2020-03-28,35.16
VV7SGFI X 2020-03-29,50.64
VV7SGFI X 2020-03-30,43.53
VV7SGFI X 2020-03-31,61.47
VV7SGFI X 2020-04-01,35.44
VV7SGFI X 2020-04-02,80.35
VV7SGFI X 2020-04-03,61.66
VV7SGFI X 2020-04-04,63.47
VVLT5KL X 2020-01-02,87.43
VVLT5KL X 2020-01-03,68.18
VVLT5KL X 2020-01-04,45.63
VVLT5KL X 2020-01-05,31.15
VVLT5KL X 2020-01-06,74.35
VVLT5KL X 2020-01-07,84.35
VVLT5KL X 2020-01-08,61.96
VVLT5KL X 2020-01-09,36.28
VVLT5KL X 2020-01-10,60.51
VVLT5KL X 2020-01-11,51.61
VVLT5KL X 2020-01-12,58.94
VVLT5KL X 2020-01-13,46.06
VVLT5KL X 2020-01-14,83.75
VVLT5KL X 2020-01-15,56.48
VVLT5KL X 2020-01-16,86.62
VVLT5KL X 2020-01-17,88.33
VVLT5KL X 2020-01-18,58.42
VVLT5KL X 2020-01-19,56.33
VVLT5KL X 2020-01-20,50.14
VVLT5KL X 2020-01-21,58.14
VVLT5KL X 2020-01-22,86.65
VVLT5KL X 2020-01-23,61.8
VVLT5KL X 2020-01-24,60.36
VVLT5KL X 2020-01-25,52.32
VVLT5KL X 2020-01-26,58.84
VVLT5KL X 2020-01-27,51.83
VVLT5KL X 2020-01-28,67.74
VVLT5KL X 2020-01-29,39.88
VVLT5KL X 2020-01-30,45.61
VVLT5KL X 2020-01-31,83.53
VVLT5KL X 2020-02-01,50.74
VVLT5KL X 2020-02-02,36.6
VVLT5KL X 2020-02-03,49.42
VVLT5KL X 2020-02-04,43.78
VVLT5KL X 2020-02-05,24.02
VVLT5KL X 2020-02-06,32.58
VVLT5KL X 2020-02-07,29.89
VVLT5KL X 2020-02-08,53.43
VVLT5KL X 2020-02-09,49.89
VVLT5KL X 2020-02-10,47.44
VVLT5KL X 2020-02-11,42.51
VVLT5KL X 2020-02-12,40.36
VVLT5KL X 2020-02-13,55.32
VVLT5KL X 2020-02-14,44.96
VVLT5KL X 2020-02-15,67.02
VVLT5KL X 2020-02-16,46.37
VVLT5KL X 2020-02-17,60.1
VVLT5KL X 2020-02-18,47.97
VVLT5KL X 2020-02-19,44.23
VVLT5KL X 2020-02-20,37.6
VVLT5KL X 2020-02-21,44.3
VVLT5KL X 2020-02-22,55.3
VVLT5KL X 2020-02-23,47.34
VVLT5KL X 2020-02-24,21.46
VVLT5KL X 2020-02-25,38.37
VVLT5KL X 2020-02-26,47.25
VVLT5KL X 2020-02-27,46.85
VVLT5KL X 2020-02-28,55.54
VVLT5KL X 2020-02-29,51.78
VVLT5KL X 2020-03-01,50.84
VVLT5KL X 2020-03-02,45.19
VVLT5KL X 2020-03-03,60.73
VVLT5KL X 2020-03-04,33.48
VVLT5KL X 2020-03-05,54.78
VVLT5KL X 2020-03-06,47.3
VVLT5KL X 2020-03-07,48.96
VVLT5KL X 2020-03-08,44.65
VVLT5KL X 2020-03-09,53.41
VVLT5KL X 2020-03-10,50.75
VVLT5KL X 2020-03-11,72.19
VVLT5KL X 2020-03-12,44.47
VVLT5KL X 2020-03-13,51.96
VVLT5KL X 2020-03-14,39.8
VVLT5KL X 2020-03-15,41.03
VVLT5KL X 2020-03-16,56.51
VVLT5KL X 2020-03-17,57.93
VVLT5KL X 2020-03-18,61.4
VVLT5KL X 2020-03-19,61.75
VVLT5KL X 2020-03-20,51.59
VVLT5KL X 2020-03-21,39.66
VVLT5KL X 2020-03-22,29.86
VVLT5KL X 2020-03-23,43.02
VVLT5KL X 2020-03-24,52.66
VVLT5KL X 2020-03-25,44.63
VVLT5KL X 2020-03-26,48.91
VVLT5KL X 2020-03-27,51.57
VVLT5KL X 2020-03-28,48.15
VVLT5KL X 2020-03-29,51.09
VVLT5KL X 2020-03-30,29.28
VVLT5KL X 2020-03-31,56.2
VVNQR8W X 2020-01-02,69.65
VVNQR8W X 2020-01-03,39.71
VVNQR8W X 2020-01-04,81.72
VVNQR8W X 2020-01-05,63.7
VVNQR8W X 2020-01-06,38.73
VVNQR8W X 2020-01-07,75.65
VVNQR8W X 2020-01-08,44.03
VVNQR8W X 2020-01-09,62.85
VVNQR8W X 2020-01-10,42.45
VVNQR8W X 2020-01-11,60.79
VVNQR8W X 2020-01-12,100.41
VVNQR8W X 2020-01-13,68.97
VVNQR8W X 2020-01-14,52.44
VVNQR8W X 2020-01-15,78.01
VVNQR8W X 2020-01-16,81.57
VVNQR8W X 2020-01-17,73.55
VVNQR8W X 2020-01-18,71.63
VVNQR8W X 2020-01-19,61.02
VVNQR8W X 2020-01-20,64.8
VVNQR8W X 2020-01-21,65.99
VVNQR8W X 2020-01-22,70.88
VVNQR8W X 2020-01-23,57.37
VVNQR8W X 2020-01-24,73.34
VVNQR8W X 2020-01-25,77.03
VVNQR8W X 2020-01-26,54.05
VVNQR8W X 2020-01-27,52.27
VVNQR8W X 2020-01-28,67.54
VVNQR8W X 2020-01-29,87.81
VVNQR8W X 2020-01-30,84.44
VVNQR8W X 2020-01-31,62.5
VVNQR8W X 2020-02-01,45.41
VVNQR8W X 2020-02-02,33.51
VVNQR8W X 2020-02-03,51.31
VVNQR8W X 2020-02-04,78.24
VVNQR8W X 2020-02-05,82.46
VVNQR8W X 2020-02-06,40.99
VVNQR8W X 2020-02-07,52.52
VVNQR8W X 2020-02-08,38.93
VVNQR8W X 2020-02-09,45.09
VVNQR8W X 2020-02-10,66.36
VVNQR8W X 2020-02-11,48.04
VVNQR8W X 2020-02-12,54.3
VVNQR8W X 2020-02-13,53.09
VVNQR8W X 2020-02-14,55.3
VVNQR8W X 2020-02-15,40.08
VVNQR8W X 2020-02-16,79.33
VVNQR8W X 2020-02-17,54.43
VVNQR8W X 2020-02-18,56.69
VVNQR8W X 2020-02-19,86.19
VVNQR8W X 2020-02-20,53.17
VVNQR8W X 2020-02-21,80.27
VVNQR8W X 2020-02-22,48.92
VVNQR8W X 2020-02-23,43.31
VVNQR8W X 2020-02-24,63.71
VVNQR8W X 2020-02-25,92.0
VVNQR8W X 2020-02-26,79.62
VVNQR8W X 2020-02-27,43.49
VVNQR8W X 2020-02-28,37.79
VVNQR8W X 2020-02-29,68.0
VVNQR8W X 2020-03-01,47.02
VVNQR8W X 2020-03-02,54.13
VVNQR8W X 2020-03-03,61.93
VVNQR8W X 2020-03-04,56.2
VVNQR8W X 2020-03-05,53.85
VVNQR8W X 2020-03-06,92.22
VVNQR8W X 2020-03-07,97.98
VVNQR8W X 2020-03-08,91.66
VVNQR8W X 2020-03-09,44.33
VVNQR8W X 2020-03-10,49.53
VVNQR8W X 2020-03-11,61.49
VVNQR8W X 2020-03-12,54.93
VVNQR8W X 2020-03-13,53.98
VVNQR8W X 2020-03-14,59.6
VVNQR8W X 2020-03-15,54.68
VVNQR8W X 2020-03-16,52.41
VVNQR8W X 2020-03-17,55.79
VVNQR8W X 2020-03-18,55.15
VVNQR8W X 2020-03-19,93.67
VVNQR8W X 2020-03-20,82.31
VVNQR8W X 2020-03-21,96.36
VVNQR8W X 2020-03-22,87.39
VVNQR8W X 2020-03-23,104.39
VVNQR8W X 2020-03-24,104.72
VVNQR8W X 2020-03-25,86.59
VVNQR8W X 2020-03-26,86.5
VVNQR8W X 2020-03-27,73.88
VVNQR8W X 2020-03-28,49.79
VVNQR8W X 2020-03-29,69.63
VVNQR8W X 2020-03-30,57.99
VVNQR8W X 2020-03-31,79.27
VVNQR8W X 2020-04-01,57.29
VVNQR8W X 2020-04-02,55.54
VVNQR8W X 2020-04-03,60.34
VVNQR8W X 2020-04-04,41.19
VY4FGU0 X 2020-01-02,67.01
VY4FGU0 X 2020-01-03,109.85
VY4FGU0 X 2020-01-04,111.6
VY4FGU0 X 2020-01-05,89.6
VY4FGU0 X 2020-01-06,85.31
VY4FGU0 X 2020-01-07,117.54
VY4FGU0 X 2020-01-08,111.28
VY4FGU0 X 2020-01-09,77.99
VY4FGU0 X 2020-01-10,101.52
VY4FGU0 X 2020-01-11,125.0
VY4FGU0 X 2020-01-12,121.59
VY4FGU0 X 2020-01-13,101.09
VY4FGU0 X 2020-01-14,119.92
VY4FGU0 X 2020-01-15,113.63
VY4FGU0 X 2020-01-16,136.69
VY4FGU0 X 2020-01-17,99.3
VY4FGU0 X 2020-01-18,98.63
VY4FGU0 X 2020-01-19,68.05
VY4FGU0 X 2020-01-20,73.33
VY4FGU0 X 2020-01-21,88.47
VY4FGU0 X 2020-01-22,87.21
VY4FGU0 X 2020-01-23,98.98
VY4FGU0 X 2020-01-24,90.1
VY4FGU0 X 2020-01-25,56.36
VY4FGU0 X 2020-01-26,71.85
VY4FGU0 X 2020-01-27,79.92
VY4FGU0 X 2020-01-28,79.26
VY4FGU0 X 2020-01-29,82.2
VY4FGU0 X 2020-01-30,90.69
VY4FGU0 X 2020-01-31,118.45
VY4FGU0 X 2020-02-01,99.68
VY4FGU0 X 2020-02-02,78.35
VY4FGU0 X 2020-02-03,56.12
VY4FGU0 X 2020-02-04,55.64
VY4FGU0 X 2020-02-05,56.27
VY4FGU0 X 2020-02-06,54.81
VY4FGU0 X 2020-02-07,72.76
VY4FGU0 X 2020-02-08,73.06
VY4FGU0 X 2020-02-09,80.76
VY4FGU0 X 2020-02-10,55.76
VY4FGU0 X 2020-02-11,89.27
VY4FGU0 X 2020-02-12,69.82
VY4FGU0 X 2020-02-13,43.56
VY4FGU0 X 2020-02-14,64.6
VY4FGU0 X 2020-02-15,44.45
VY4FGU0 X 2020-02-16,39.47
VY4FGU0 X 2020-02-17,87.89
VY4FGU0 X 2020-02-18,86.13
VY4FGU0 X 2020-02-19,97.29
VY4FGU0 X 2020-02-20,105.05
VY4FGU0 X 2020-02-21,90.61
VY4FGU0 X 2020-02-22,71.56
VY4FGU0 X 2020-02-23,85.52
VY4FGU0 X 2020-02-24,94.46
VY4FGU0 X 2020-02-25,72.41
VY4FGU0 X 2020-02-26,94.18
VY4FGU0 X 2020-02-27,90.77
VY4FGU0 X 2020-02-28,88.39
VY4FGU0 X 2020-02-29,92.36
VY4FGU0 X 2020-03-01,93.07
VY4FGU0 X 2020-03-02,48.96
VY4FGU0 X 2020-03-03,95.81
VY4FGU0 X 2020-03-04,90.35
VY4FGU0 X 2020-03-05,86.62
VY4FGU0 X 2020-03-06,49.62
VY4FGU0 X 2020-03-07,49.63
VY4FGU0 X 2020-03-08,42.37
VY4FGU0 X 2020-03-09,43.2
VY4FGU0 X 2020-03-10,74.95
VY4FGU0 X 2020-03-11,56.33
VY4FGU0 X 2020-03-12,75.83
VY4FGU0 X 2020-03-13,62.46
VY4FGU0 X 2020-03-14,80.32
VY4FGU0 X 2020-03-15,94.74
VY4FGU0 X 2020-03-16,106.8
VY4FGU0 X 2020-03-17,60.15
VY4FGU0 X 2020-03-18,45.1
VY4FGU0 X 2020-03-19,69.69
VY4FGU0 X 2020-03-20,84.34
VY4FGU0 X 2020-03-21,67.72
VY4FGU0 X 2020-03-22,101.03
VY4FGU0 X 2020-03-23,94.48
VY4FGU0 X 2020-03-24,92.57
VY4FGU0 X 2020-03-25,102.33
VY4FGU0 X 2020-03-26,93.66
VY4FGU0 X 2020-03-27,86.27
VY4FGU0 X 2020-03-28,50.88
VY4FGU0 X 2020-03-29,51.68
VY4FGU0 X 2020-03-30,35.5
VY4FGU0 X 2020-03-31,40.12
VY4FGU0 X 2020-04-01,36.93
VY4FGU0 X 2020-04-02,44.1
VY4FGU0 X 2020-04-03,62.67
VY4FGU0 X 2020-04-04,42.68
W36JZQN X 2020-01-02,48.81
W36JZQN X 2020-01-03,40.1
W36JZQN X 2020-01-04,66.34
W36JZQN X 2020-01-05,56.01
W36JZQN X 2020-01-06,44.6
W36JZQN X 2020-01-07,49.78
W36JZQN X 2020-01-08,48.71
W36JZQN X 2020-01-09,51.43
W36JZQN X 2020-01-10,76.64
W36JZQN X 2020-01-11,34.72
W36JZQN X 2020-01-12,40.74
W36JZQN X 2020-01-13,41.67
W36JZQN X 2020-01-14,31.44
W36JZQN X 2020-01-15,37.41
W36JZQN X 2020-01-16,46.63
W36JZQN X 2020-01-17,49.11
W36JZQN X 2020-01-18,54.89
W36JZQN X 2020-01-19,71.48
W36JZQN X 2020-01-20,62.08
W36JZQN X 2020-01-21,82.01
W36JZQN X 2020-01-22,50.2
W36JZQN X 2020-01-23,64.85
W36JZQN X 2020-01-24,54.91
W36JZQN X 2020-01-25,45.86
W36JZQN X 2020-01-26,47.82
W36JZQN X 2020-01-27,47.51
W36JZQN X 2020-01-28,39.89
W36JZQN X 2020-01-29,39.09
W36JZQN X 2020-01-30,40.45
W36JZQN X 2020-01-31,80.22
W36JZQN X 2020-02-01,45.03
W36JZQN X 2020-02-02,66.73
W36JZQN X 2020-02-03,38.89
W36JZQN X 2020-02-04,48.55
W36JZQN X 2020-02-05,50.4
W36JZQN X 2020-02-06,85.94
W36JZQN X 2020-02-07,90.95
W36JZQN X 2020-02-08,48.77
W36JZQN X 2020-02-09,37.63
W36JZQN X 2020-02-10,50.82
W36JZQN X 2020-02-11,43.08
W36JZQN X 2020-02-12,49.86
W36JZQN X 2020-02-13,62.32
W36JZQN X 2020-02-14,52.61
W36JZQN X 2020-02-15,44.09
W36JZQN X 2020-02-16,36.77
W36JZQN X 2020-02-17,41.61
W36JZQN X 2020-02-18,46.42
W36JZQN X 2020-02-19,43.24
W36JZQN X 2020-02-20,32.95
W36JZQN X 2020-02-21,47.39
W36JZQN X 2020-02-22,36.7
W36JZQN X 2020-02-23,40.56
W36JZQN X 2020-02-24,54.52
W36JZQN X 2020-02-25,55.6
W36JZQN X 2020-02-26,32.5
W36JZQN X 2020-02-27,44.84
W36JZQN X 2020-02-28,50.89
W36JZQN X 2020-02-29,37.77
W36JZQN X 2020-03-01,36.91
W36JZQN X 2020-03-02,42.61
W36JZQN X 2020-03-03,41.72
W36JZQN X 2020-03-04,72.2
W36JZQN X 2020-03-05,68.73
W36JZQN X 2020-03-06,83.61
W36JZQN X 2020-03-07,50.68
W36JZQN X 2020-03-08,38.55
W36JZQN X 2020-03-09,40.16
W36JZQN X 2020-03-10,33.77
W36JZQN X 2020-03-11,59.6
W36JZQN X 2020-03-12,39.05
W36JZQN X 2020-03-13,46.08
W36JZQN X 2020-03-14,71.85
W36JZQN X 2020-03-15,41.58
W36JZQN X 2020-03-16,48.44
W36JZQN X 2020-03-17,54.64
W36JZQN X 2020-03-18,34.98
W36JZQN X 2020-03-19,67.57
W36JZQN X 2020-03-20,55.28
W36JZQN X 2020-03-21,46.81
W36JZQN X 2020-03-22,48.55
W36JZQN X 2020-03-23,61.59
W36JZQN X 2020-03-24,48.69
W36JZQN X 2020-03-25,50.1
W36JZQN X 2020-03-26,74.48
W36JZQN X 2020-03-27,64.51
W36JZQN X 2020-03-28,42.75
W36JZQN X 2020-03-29,33.29
W36JZQN X 2020-03-30,50.88
W36JZQN X 2020-03-31,45.36
W36JZQN X 2020-04-01,46.36
W36JZQN X 2020-04-02,45.05
W36JZQN X 2020-04-03,43.62
W36JZQN X 2020-04-04,52.03
WGVKA5G X 2020-01-02,88.29
WGVKA5G X 2020-01-03,60.7
WGVKA5G X 2020-01-04,51.47
WGVKA5G X 2020-01-05,48.92
WGVKA5G X 2020-01-06,92.63
WGVKA5G X 2020-01-07,68.04
WGVKA5G X 2020-01-08,87.36
WGVKA5G X 2020-01-09,47.63
WGVKA5G X 2020-01-10,52.62
WGVKA5G X 2020-01-11,41.05
WGVKA5G X 2020-01-12,123.85
WGVKA5G X 2020-01-13,113.68
WGVKA5G X 2020-01-14,105.26
WGVKA5G X 2020-01-15,58.16
WGVKA5G X 2020-01-16,48.16
WGVKA5G X 2020-01-17,103.01
WGVKA5G X 2020-01-18,115.71
WGVKA5G X 2020-01-19,73.79
WGVKA5G X 2020-01-20,113.21
WGVKA5G X 2020-01-21,61.65
WGVKA5G X 2020-01-22,54.19
WGVKA5G X 2020-01-23,51.21
WGVKA5G X 2020-01-24,57.61
WGVKA5G X 2020-01-25,46.0
WGVKA5G X 2020-01-26,40.7
WGVKA5G X 2020-01-27,50.98
WGVKA5G X 2020-01-28,58.39
WGVKA5G X 2020-01-29,92.76
WGVKA5G X 2020-01-30,82.28
WGVKA5G X 2020-01-31,97.99
WGVKA5G X 2020-02-01,73.17
WGVKA5G X 2020-02-02,82.14
WGVKA5G X 2020-02-03,96.8
WGVKA5G X 2020-02-04,80.16
WGVKA5G X 2020-02-05,65.13
WGVKA5G X 2020-02-06,57.59
WGVKA5G X 2020-02-07,51.72
WGVKA5G X 2020-02-08,83.24
WGVKA5G X 2020-02-09,72.59
WGVKA5G X 2020-02-10,72.11
WGVKA5G X 2020-02-11,64.71
WGVKA5G X 2020-02-12,72.24
WGVKA5G X 2020-02-13,90.41
WGVKA5G X 2020-02-14,93.0
WGVKA5G X 2020-02-15,38.52
WGVKA5G X 2020-02-16,74.32
WGVKA5G X 2020-02-17,64.82
WGVKA5G X 2020-02-18,85.69
WGVKA5G X 2020-02-19,91.15
WGVKA5G X 2020-02-20,94.12
WGVKA5G X 2020-02-21,44.1
WGVKA5G X 2020-02-22,108.25
WGVKA5G X 2020-02-23,83.22
WGVKA5G X 2020-02-24,91.92
WGVKA5G X 2020-02-25,102.26
WGVKA5G X 2020-02-26,27.59
WGVKA5G X 2020-02-27,92.58
WGVKA5G X 2020-02-28,45.82
WGVKA5G X 2020-02-29,88.93
WGVKA5G X 2020-03-01,76.71
WGVKA5G X 2020-03-02,48.55
WGVKA5G X 2020-03-03,92.61
WGVKA5G X 2020-03-04,69.26
WGVKA5G X 2020-03-05,103.42
WGVKA5G X 2020-03-06,88.37
WGVKA5G X 2020-03-07,100.66
WGVKA5G X 2020-03-08,88.69
WGVKA5G X 2020-03-09,66.9
WGVKA5G X 2020-03-10,91.81
WGVKA5G X 2020-03-11,116.56
WGVKA5G X 2020-03-12,106.85
WGVKA5G X 2020-03-13,83.12
WGVKA5G X 2020-03-14,91.53
WGVKA5G X 2020-03-15,103.48
WGVKA5G X 2020-03-16,97.42
WGVKA5G X 2020-03-17,93.6
WGVKA5G X 2020-03-18,84.24
WGVKA5G X 2020-03-19,99.55
WGVKA5G X 2020-03-20,88.29
WGVKA5G X 2020-03-21,104.29
WGVKA5G X 2020-03-22,105.52
WGVKA5G X 2020-03-23,90.83
WGVKA5G X 2020-03-24,86.01
WGVKA5G X 2020-03-25,97.07
WGVKA5G X 2020-03-26,46.05
WGVKA5G X 2020-03-27,53.01
WGVKA5G X 2020-03-28,54.06
WGVKA5G X 2020-03-29,33.6
WGVKA5G X 2020-03-30,58.3
WGVKA5G X 2020-03-31,48.0
WGVKA5G X 2020-04-01,88.24
WGVKA5G X 2020-04-02,60.8
WGVKA5G X 2020-04-03,55.09
WGVKA5G X 2020-04-04,49.59
WPWVL07 X 2020-01-02,67.29
WPWVL07 X 2020-01-03,45.11
WPWVL07 X 2020-01-04,45.45
WPWVL07 X 2020-01-05,27.86
WPWVL07 X 2020-01-06,36.69
WPWVL07 X 2020-01-07,38.17
WPWVL07 X 2020-01-08,41.2
WPWVL07 X 2020-01-09,44.57
WPWVL07 X 2020-01-10,45.54
WPWVL07 X 2020-01-11,55.89
WPWVL07 X 2020-01-12,33.99
WPWVL07 X 2020-01-13,40.72
WPWVL07 X 2020-01-14,38.05
WPWVL07 X 2020-01-15,39.15
WPWVL07 X 2020-01-16,37.23
WPWVL07 X 2020-01-17,43.7
WPWVL07 X 2020-01-18,63.58
WPWVL07 X 2020-01-19,43.35
WPWVL07 X 2020-01-20,42.13
WPWVL07 X 2020-01-21,35.36
WPWVL07 X 2020-01-22,21.82
WPWVL07 X 2020-01-23,24.17
WPWVL07 X 2020-01-24,38.91
WPWVL07 X 2020-01-25,44.57
WPWVL07 X 2020-01-26,35.76
WPWVL07 X 2020-01-27,56.05
WPWVL07 X 2020-01-28,36.6
WPWVL07 X 2020-01-29,36.57
WPWVL07 X 2020-01-30,44.47
WPWVL07 X 2020-01-31,42.0
WPWVL07 X 2020-02-01,39.21
WPWVL07 X 2020-02-02,35.02
WPWVL07 X 2020-02-03,22.53
WPWVL07 X 2020-02-04,8.45
WPWVL07 X 2020-02-05,34.07
WPWVL07 X 2020-02-06,22.07
WPWVL07 X 2020-02-07,45.52
WPWVL07 X 2020-02-08,35.5
WPWVL07 X 2020-02-09,42.01
WPWVL07 X 2020-02-10,28.51
WPWVL07 X 2020-02-11,31.63
WPWVL07 X 2020-02-12,35.32
WPWVL07 X 2020-02-13,46.54
WPWVL07 X 2020-02-14,35.61
WPWVL07 X 2020-02-15,29.37
WPWVL07 X 2020-02-16,32.13
WPWVL07 X 2020-02-17,20.44
WPWVL07 X 2020-02-18,64.0
WPWVL07 X 2020-02-19,34.99
WPWVL07 X 2020-02-20,42.8
WPWVL07 X 2020-02-21,38.78
WPWVL07 X 2020-02-22,34.01
WPWVL07 X 2020-02-23,31.14
WPWVL07 X 2020-02-24,33.91
WPWVL07 X 2020-02-25,29.83
WPWVL07 X 2020-02-26,61.31
WPWVL07 X 2020-02-27,61.74
WPWVL07 X 2020-02-28,72.45
WPWVL07 X 2020-02-29,38.01
WPWVL07 X 2020-03-01,49.59
WPWVL07 X 2020-03-02,44.09
WPWVL07 X 2020-03-03,38.3
WPWVL07 X 2020-03-04,46.25
WPWVL07 X 2020-03-05,49.2
WPWVL07 X 2020-03-06,51.3
WPWVL07 X 2020-03-07,40.19
WPWVL07 X 2020-03-08,50.98
WPWVL07 X 2020-03-09,39.18
WPWVL07 X 2020-03-10,37.95
WPWVL07 X 2020-03-11,63.29
WPWVL07 X 2020-03-12,37.14
WPWVL07 X 2020-03-13,16.79
WPWVL07 X 2020-03-14,5.4
WPWVL07 X 2020-03-15,39.75
WPWVL07 X 2020-03-16,36.9
WPWVL07 X 2020-03-17,41.71
WPWVL07 X 2020-03-18,38.26
WPWVL07 X 2020-03-19,17.71
WPWVL07 X 2020-03-20,29.45
WPWVL07 X 2020-03-23,55.11
WPWVL07 X 2020-03-24,26.25
WPWVL07 X 2020-03-25,22.25
WPWVL07 X 2020-03-26,56.89
WPWVL07 X 2020-03-27,36.03
WPWVL07 X 2020-03-28,42.5
WPWVL07 X 2020-03-29,14.02
WPWVL07 X 2020-03-30,46.78
